movie_id,title,content_type,genre_primary,genre_secondary,release_year,duration_minutes,rating,language,country_of_origin,imdb_rating,production_budget,box_office_revenue,number_of_seasons,number_of_episodes,is_netflix_original,added_to_platform,content_warning
movie_0414,Adventure Queen,TV Series,Documentary,Drama,1999,42,G,English,Germany,7.4,,,13,141,TRUE,19-07-2025,FALSE
movie_0415,Last Quest,Documentary,Horror,Biography,1993,71,PG-13,English,UK,5,,,,,TRUE,24-03-2025,FALSE
movie_0416,A Mystery,Stand-up Comedy,Mystery,,1992,45,R,Spanish,USA,9.1,,,,,FALSE,11-06-2021,FALSE
movie_0417,Dragon Day,Documentary,Western,,2011,91,PG-13,English,USA,5.4,,,,,FALSE,07-06-2023,FALSE
movie_0418,Big Story,Movie,Western,,2020,146,TV-14,English,UK,5.8,2059746,,,,FALSE,15-10-2020,FALSE
movie_0419,New Fire,TV Series,Fantasy,,1993,65,TV-14,Spanish,India,5.2,,,8,98,FALSE,03-01-2025,FALSE
movie_0420,War Hero,Stand-up Comedy,Western,,1990,53,PG,Spanish,South Korea,6.8,,,,,FALSE,04-09-2023,FALSE
movie_0421,Legend Love,Documentary,War,,1997,66,PG,English,USA,5.2,,,,,FALSE,30-05-2025,FALSE
movie_0422,City Night,TV Series,Family,,2021,46,PG-13,Hindi,Germany,5.8,,,5,129,FALSE,20-12-2022,FALSE
movie_0423,Our Night,Movie,Biography,,2005,143,TV-PG,English,USA,3.4,1053266,178690590,,,FALSE,05-11-2022,FALSE
movie_0424,Battle Secret,Documentary,Mystery,,2004,56,TV-Y7,English,USA,0.9,,,,,FALSE,06-04-2021,FALSE
movie_0425,Storm Kingdom,TV Series,Adventure,,1994,53,NC-17,English,USA,,,,8,134,FALSE,09-01-2023,FALSE
movie_0426,Warrior King,Movie,Action,,2004,131,PG,French,USA,5.2,5821087,15559765,,,FALSE,17-03-2024,FALSE
movie_0427,A King,Movie,Western,,2023,59,PG-13,English,South Korea,7.2,20316482,209532686,,,FALSE,15-02-2024,FALSE
movie_0428,Empire King,Movie,Thriller,Adventure,2020,105,TV-Y7,English,Japan,6.9,33231719,65276378,,,TRUE,25-12-2022,TRUE
movie_0429,Kingdom City,TV Series,History,,1994,53,NC-17,English,USA,5.7,,,9,99,FALSE,22-10-2020,FALSE
movie_0430,Dragon Princess,Movie,Sci-Fi,Romance,1990,126,TV-Y,English,USA,5.2,300376,31428491,,,FALSE,02-03-2021,TRUE
movie_0431,A Adventure,Movie,History,,2003,97,R,English,USA,6.9,816637,21732153,,,FALSE,30-05-2021,FALSE
movie_0432,Love Journey,Limited Series,Animation,,2019,60,R,French,USA,6.7,,,,29,TRUE,26-04-2021,FALSE
movie_0433,Our City,Movie,Crime,,1999,113,TV-MA,English,France,6.5,,2627409,,,FALSE,19-07-2024,TRUE
movie_0434,Princess Battle,Movie,Fantasy,,2011,90,TV-Y,English,France,6.5,1346945,,,,FALSE,25-10-2024,FALSE
movie_0435,Mission Phoenix,Documentary,Family,Thriller,2009,101,TV-PG,English,Canada,6.2,,,,,FALSE,25-11-2023,TRUE
movie_0436,Story City,Documentary,History,,2012,98,NC-17,English,Germany,6.4,,,,,FALSE,29-01-2025,FALSE
movie_0437,Ice Secret,Movie,Animation,Drama,2016,93,TV-PG,English,USA,8,237105,,,,TRUE,19-02-2023,FALSE
movie_0438,Mission Fire,TV Series,Mystery,Animation,2007,40,NC-17,Korean,USA,0.7,,,12,138,FALSE,16-01-2025,FALSE
movie_0439,Little Kingdom,Movie,Documentary,,2023,99,TV-Y,English,USA,1.4,1745829,1894665,,,FALSE,08-08-2023,FALSE
movie_0440,Love War,Movie,Biography,Animation,2023,132,TV-G,Hindi,USA,7.4,8101114,18148075,,,TRUE,30-08-2021,FALSE
movie_0441,Day Legend,TV Series,Comedy,Thriller,1993,56,TV-G,Hindi,USA,4,,,8,199,FALSE,14-07-2021,FALSE
movie_0442,Dragon Storm,Stand-up Comedy,War,,1990,59,G,English,USA,6.6,,,,,TRUE,05-08-2022,FALSE
movie_0443,Battle Legend,Movie,Documentary,Thriller,2011,88,R,English,South Korea,6.5,1448215,7347430,,,FALSE,10-09-2020,FALSE
movie_0444,Dragon Mystery,TV Series,Romance,,2010,58,TV-Y,English,USA,7.8,,,3,129,FALSE,23-03-2023,TRUE
movie_0445,Secret Family,Movie,Thriller,Fantasy,1999,76,TV-Y7,English,UK,4.6,460104,11699392,,,FALSE,05-08-2022,FALSE
movie_0446,Queen Mission,TV Series,Adventure,,1994,50,PG,English,Canada,8.5,,,12,123,TRUE,21-09-2024,TRUE
movie_0447,House Night,Stand-up Comedy,History,,2005,31,G,Italian,Germany,4.7,,,,,FALSE,30-04-2023,TRUE
movie_0448,Story Hero,Movie,Comedy,,1993,101,TV-MA,English,USA,,3865797,5081496,,,TRUE,15-12-2020,FALSE
movie_0449,Night House,TV Series,Horror,Western,2003,16,TV-Y7,English,France,7.5,,,3,126,TRUE,04-12-2024,FALSE
movie_0450,A Quest,Stand-up Comedy,Action,,2005,57,NC-17,English,USA,10,,,,,FALSE,13-05-2025,TRUE
movie_0451,Family Legend,Movie,Family,Sport,2005,109,TV-MA,Japanese,Japan,6.8,2290910,,,,TRUE,16-11-2024,FALSE
movie_0452,Family Secret,Limited Series,Romance,,2024,56,TV-Y7,French,USA,,,,11,58,TRUE,23-12-2023,FALSE
movie_0453,Princess Dream,Movie,Adventure,,2007,92,TV-MA,English,Germany,9.2,3945580,366268007,,,FALSE,16-03-2021,FALSE
movie_0454,Princess Queen,Movie,Mystery,,1998,113,NC-17,Hindi,UK,6.6,357135,1413140,,,FALSE,31-07-2022,FALSE
movie_0455,Journey Quest,Movie,Fantasy,,2008,117,PG-13,English,France,,,49402926,,,FALSE,22-02-2025,FALSE
movie_0456,Ice Legend,Movie,War,,1979,104,PG-13,Hindi,USA,,,96016345,,,FALSE,18-07-2025,FALSE
movie_0457,The Day,TV Series,Drama,Family,1995,45,G,Hindi,USA,1.7,,,,97,FALSE,02-03-2023,FALSE
movie_0458,Secret Hero,TV Series,Action,,2018,57,R,English,USA,,,,6,173,TRUE,08-03-2023,FALSE
movie_0459,Ice Phoenix,Movie,War,,1997,98,TV-MA,English,USA,8.1,,2089087,,,TRUE,04-08-2024,TRUE
movie_0460,Family Journey,TV Series,Documentary,History,2013,24,TV-14,Italian,Japan,,,,9,66,FALSE,23-02-2022,FALSE
movie_0461,King Queen,Stand-up Comedy,Fantasy,,2003,61,TV-PG,Spanish,Canada,5.6,,,,,TRUE,07-05-2024,FALSE
movie_0462,Last Kingdom,TV Series,Drama,,2007,53,TV-PG,Spanish,USA,9,,,13,17,TRUE,23-05-2023,FALSE
movie_0463,Phoenix Day,TV Series,Comedy,,2007,28,TV-14,English,USA,8.3,,,13,166,FALSE,14-11-2022,FALSE
movie_0464,Old House,Limited Series,Sport,,1993,38,TV-Y,English,USA,4.9,,,6,176,FALSE,04-05-2021,TRUE
movie_0465,Battle Fire,Documentary,Romance,,2006,91,R,Korean,USA,7.4,,,,,FALSE,04-08-2023,FALSE
movie_0466,Ice Secret,Movie,Horror,,2011,132,G,English,USA,5.5,6517048,,,,FALSE,26-06-2021,FALSE
movie_0467,City Fire,Documentary,Sci-Fi,Fantasy,1996,68,NC-17,English,USA,7.1,,,,,FALSE,05-11-2023,FALSE
movie_0468,King Phoenix,TV Series,Action,Western,1992,27,TV-Y7,Spanish,USA,7,,,,117,FALSE,17-06-2023,FALSE
movie_0469,Hero Empire,Documentary,Crime,,2002,92,TV-Y,English,South Korea,,,,,,TRUE,27-12-2020,FALSE
movie_0470,Mystery House,Documentary,Biography,,1994,112,TV-Y,Italian,USA,5.7,,,,,FALSE,30-06-2025,FALSE
movie_0471,Our Journey,TV Series,Documentary,,2017,45,G,Italian,India,8,,,8,177,FALSE,19-11-2023,FALSE
movie_0472,Quest House,Movie,Action,,1995,113,TV-MA,English,USA,5.9,59076396,1149791,,,FALSE,05-09-2021,FALSE
movie_0473,Journey House,Movie,Animation,Drama,1998,95,NC-17,German,USA,5.5,1622983,,,,TRUE,01-11-2021,FALSE
movie_0474,Family Quest,TV Series,Drama,,2007,37,TV-Y7,English,Canada,7,,,14,21,TRUE,19-08-2020,FALSE
movie_0475,A Secret,Movie,Drama,,2014,112,PG,French,Germany,5.2,1942432,50827785,,,FALSE,20-10-2022,FALSE
movie_0476,Bright Storm,Limited Series,Action,Animation,2016,35,TV-G,Spanish,South Korea,,,,14,176,FALSE,11-09-2024,FALSE
movie_0477,Dragon War,TV Series,Mystery,Family,2003,524,NC-17,Spanish,USA,5,,,4,199,TRUE,09-05-2024,FALSE
movie_0478,House Storm,Movie,Comedy,Drama,2004,138,NC-17,English,Canada,3.2,,3733955,,,TRUE,01-09-2022,FALSE
movie_0479,Little House,TV Series,Biography,Family,2013,56,PG-13,Spanish,South Korea,6.8,,,8,94,FALSE,13-09-2020,FALSE
movie_0480,Princess Secret,Movie,History,Comedy,2013,118,TV-G,English,USA,5.1,25930822,32785848,,,FALSE,21-07-2025,FALSE
movie_0481,Ice Story,Movie,War,,2021,122,TV-Y7,English,UK,6.3,,9899916,,,FALSE,05-09-2024,TRUE
movie_0482,Love Battle,TV Series,History,,1997,32,TV-PG,English,USA,,,,3,120,TRUE,15-10-2022,FALSE
movie_0483,War Journey,Movie,Family,Thriller,2018,170,R,English,USA,4,1509950,9208234,,,FALSE,26-01-2023,FALSE
movie_0484,Secret King,Movie,Animation,Adventure,1994,90,TV-MA,Japanese,South Korea,4.8,360993,2993307,,,FALSE,24-08-2020,FALSE
movie_0485,Bright Queen,Movie,Drama,,1998,133,NC-17,French,USA,7.8,3337484,33861358,,,FALSE,06-11-2023,FALSE
movie_0486,Story Warrior,Movie,Sci-Fi,,1999,126,TV-14,English,South Korea,6.4,857249,816259,,,TRUE,04-01-2023,FALSE
movie_0487,Mystery Secret,Documentary,History,Biography,1999,75,TV-Y7,Korean,USA,6.6,,,,,FALSE,26-05-2021,FALSE
movie_0488,My Mystery,Movie,Thriller,,2013,111,NC-17,Hindi,Canada,,252254,161575,,,FALSE,16-07-2023,FALSE
movie_0489,New Dream,Movie,Sport,Thriller,2023,97,NC-17,English,USA,,29439846,2124537,,,FALSE,11-07-2021,FALSE
movie_0490,A Storm,Documentary,Sci-Fi,Romance,1996,118,TV-Y,Hindi,Canada,,,,,,FALSE,12-11-2022,FALSE
movie_0491,New Warrior,Documentary,Romance,,1999,80,PG,English,Japan,8.1,,,,,FALSE,18-06-2025,TRUE
movie_0492,Battle Love,TV Series,Documentary,Thriller,2009,54,NC-17,English,Canada,5.8,,,13,9,FALSE,14-09-2021,FALSE
movie_0493,Story Fire,Stand-up Comedy,War,,2023,34,TV-PG,English,UK,6.1,,,,,TRUE,16-04-2024,FALSE
movie_0494,Last Day,TV Series,Music,,2005,44,R,English,Germany,5.6,,,2,10,FALSE,17-07-2023,FALSE
movie_0495,City Legend,TV Series,War,Biography,1997,44,PG,English,USA,7.7,,,,64,TRUE,14-01-2024,FALSE
movie_0496,Last Mission,Stand-up Comedy,Action,,2002,65,NC-17,German,Japan,1.2,,,,,FALSE,07-01-2023,TRUE
movie_0497,Big Warrior,TV Series,Family,,1990,31,TV-G,English,USA,4.7,,,1,31,FALSE,13-07-2025,TRUE
movie_0498,Day Dragon,TV Series,Western,,2024,71,TV-G,English,USA,6.3,,,14,37,TRUE,04-03-2021,FALSE
movie_0499,Family Story,TV Series,Western,,1998,43,TV-Y7,English,USA,7.9,,,10,163,FALSE,01-10-2023,FALSE
movie_0500,My Journey,TV Series,Music,,1990,33,TV-PG,English,USA,3.9,,,13,199,TRUE,10-06-2025,FALSE
movie_0501,Hero Dragon,Movie,Comedy,War,1995,100,TV-Y,English,USA,9,16854758,2474372,,,TRUE,13-09-2022,TRUE
movie_0502,Love Legend,Stand-up Comedy,Sci-Fi,Crime,1993,51,TV-Y7,Spanish,USA,6,,,,,FALSE,16-02-2024,FALSE
movie_0503,An Dragon,TV Series,Horror,,1999,31,R,Japanese,USA,7,,,,80,FALSE,03-08-2020,FALSE
movie_0504,Princess Queen,TV Series,Animation,Adventure,2001,36,R,English,USA,8.4,,,11,8,FALSE,08-10-2023,FALSE
movie_0505,Phoenix Day,Movie,Western,,1994,117,TV-14,Korean,USA,8.5,994027,12250323,,,FALSE,08-07-2023,FALSE
movie_0506,Love Dream,TV Series,Drama,,1997,73,TV-PG,French,USA,7.4,,,3,73,FALSE,12-03-2024,FALSE
movie_0507,Old Empire,Movie,Thriller,,1991,118,PG-13,Spanish,USA,4.9,5168542,23957389,,,FALSE,14-06-2025,TRUE
movie_0508,Last Hero,Movie,Adventure,Crime,1956,123,PG,English,Canada,8.1,1074818,32843910,,,FALSE,13-10-2023,FALSE
movie_0509,Queen House,Movie,Western,Fantasy,1996,112,PG,English,USA,6.1,4019610,,,,FALSE,23-05-2025,FALSE
movie_0510,Queen Kingdom,Movie,History,,2015,100,PG,Japanese,USA,0.7,,,,,TRUE,23-12-2020,TRUE
movie_0511,Dragon Princess,Movie,Music,,2018,92,G,Spanish,South Korea,5.2,1893934,1115568,,,FALSE,04-06-2022,FALSE
movie_0512,An Princess,Stand-up Comedy,Romance,,2017,93,NC-17,English,USA,0.7,,,,,TRUE,02-12-2021,FALSE
movie_0513,Night Dragon,Movie,Drama,,2008,117,TV-G,English,South Korea,8.1,1958252,3878800,,,TRUE,03-03-2023,FALSE
movie_0514,Love Love,Movie,Animation,Horror,2003,89,TV-Y,French,USA,5.4,,221786,,,TRUE,08-09-2021,FALSE
movie_0515,Secret House,TV Series,Sci-Fi,,2006,30,TV-G,English,Canada,,,,11,58,FALSE,22-03-2021,FALSE
movie_0516,Dragon Storm,Documentary,Action,Comedy,2020,78,TV-14,English,Canada,4.9,,,,,TRUE,17-08-2024,FALSE
movie_0517,Storm Legend,TV Series,War,,1998,48,TV-MA,English,Japan,6,,,9,85,FALSE,21-07-2021,FALSE
movie_0518,A Quest,Movie,Horror,,2002,89,G,Spanish,USA,8.3,,2839053,,,FALSE,09-01-2025,FALSE
movie_0519,Quest House,Documentary,Fantasy,Drama,2020,98,TV-PG,English,USA,5.9,,,,,FALSE,11-06-2025,FALSE
movie_0520,Big Queen,TV Series,Biography,,1992,28,PG-13,English,Germany,6.5,,,5,9,FALSE,25-05-2023,FALSE
movie_0521,Quest House,Movie,Crime,Mystery,2017,114,TV-14,French,USA,5.6,2053432,254166195,,,FALSE,31-07-2024,FALSE
movie_0522,Big Warrior,Documentary,Romance,,2018,62,TV-G,Hindi,Germany,8.1,,,,,TRUE,31-08-2022,FALSE
movie_0523,Mystery War,Movie,Fantasy,,1981,159,G,Italian,South Korea,6.9,5347853,30379004,,,FALSE,08-12-2023,FALSE
movie_0524,Kingdom City,Movie,Crime,,2019,105,TV-PG,English,Germany,4.3,8179501,,,,FALSE,07-02-2023,FALSE
movie_0525,Night Warrior,Movie,Animation,Horror,2006,69,TV-PG,English,USA,5.1,28195264,,,,FALSE,10-05-2022,FALSE
movie_0526,Journey Warrior,Stand-up Comedy,Drama,Drama,2000,61,TV-14,English,Canada,,,,,,FALSE,20-02-2023,FALSE
movie_0527,Hero Story,Movie,Crime,,1993,95,TV-Y7,English,South Korea,,9430381,345877,,,FALSE,22-01-2025,FALSE
movie_0528,Queen Empire,Movie,Biography,,1995,91,TV-G,French,USA,1.3,5268267,98546720,,,TRUE,20-08-2020,TRUE
movie_0529,Legend Warrior,Movie,Music,,1996,62,PG,Korean,USA,7.5,,4201576,,,FALSE,17-04-2024,FALSE
movie_0530,Night Legend,Documentary,Romance,,2015,91,TV-MA,Japanese,USA,5.3,,,,,TRUE,22-04-2025,FALSE
movie_0531,Last Night,Movie,Western,Biography,2000,106,PG,English,Japan,10,,136292673,,,FALSE,01-04-2025,FALSE
movie_0532,First Phoenix,TV Series,Adventure,Thriller,1998,36,TV-14,English,USA,,,,13,15,FALSE,11-04-2025,FALSE
movie_0533,First Ice,Stand-up Comedy,Thriller,,2007,61,TV-14,English,USA,6,,,,,FALSE,11-01-2025,TRUE
movie_0534,Big Family,TV Series,War,Sport,1991,14,PG-13,English,USA,7.9,,,8,36,FALSE,26-08-2022,TRUE
movie_0535,Last Phoenix,TV Series,Romance,Thriller,1993,71,R,Hindi,Canada,4.8,,,12,126,TRUE,21-11-2021,TRUE
movie_0536,Bright Hero,TV Series,Western,,1992,36,TV-14,Japanese,USA,,,,1,76,FALSE,28-08-2023,FALSE
movie_0537,New Story,Movie,Horror,,1998,67,PG-13,Italian,UK,5.6,3291844,9314738,,,TRUE,16-08-2022,TRUE
movie_0538,Storm Dream,Movie,Thriller,,2002,80,NC-17,Spanish,France,4.9,13375163,,,,FALSE,21-10-2022,TRUE
movie_0539,Queen Queen,Movie,Family,,2021,106,TV-Y,English,USA,6.2,,5088419,,,TRUE,18-03-2021,FALSE
movie_0540,Warrior Story,Documentary,Music,Mystery,2004,86,TV-MA,Italian,USA,7.7,,,,,TRUE,03-09-2020,FALSE
movie_0541,Princess Love,Documentary,Adventure,,2024,76,TV-G,Japanese,USA,4.8,,,,,FALSE,28-02-2021,FALSE
movie_0542,Storm Empire,Documentary,Horror,,2004,82,TV-Y,English,USA,4.9,,,,,TRUE,29-09-2022,FALSE
movie_0543,War Adventure,TV Series,War,Fantasy,2003,24,G,English,Germany,4.8,,,3,170,FALSE,24-08-2024,FALSE
movie_0544,Hero Quest,Movie,Comedy,Music,1990,70,TV-PG,English,Germany,5.9,1855152,,,,FALSE,26-10-2022,FALSE
movie_0545,Little Mission,Documentary,Western,,1998,90,G,Spanish,USA,8.6,,,,,TRUE,22-02-2022,FALSE
movie_0546,New Queen,Movie,Adventure,Sport,2011,100,G,Korean,Canada,5.2,27001846,1247942,,,FALSE,18-04-2024,FALSE
movie_0547,Fire Mission,TV Series,History,,2011,55,PG,Italian,South Korea,4.6,,,8,41,TRUE,30-07-2025,FALSE
movie_0548,Story Hero,Documentary,Comedy,Adventure,1990,92,R,English,Germany,,,,,,FALSE,13-04-2024,FALSE
movie_0549,A Adventure,Movie,Crime,Western,1995,130,TV-PG,English,USA,,116133750,,,,FALSE,04-10-2021,TRUE
movie_0550,Dark Ice,Movie,War,,2001,59,PG-13,Spanish,USA,6.2,1930583,,,,FALSE,03-11-2023,FALSE
movie_0551,Warrior Quest,Movie,Mystery,Romance,2012,109,R,English,USA,,1558696,4818745,,,FALSE,08-09-2023,FALSE
movie_0552,A Mission,Documentary,Romance,,2017,88,TV-14,English,UK,,,,,,TRUE,17-01-2025,TRUE
movie_0553,Mystery City,Documentary,Music,,2010,93,NC-17,English,Germany,6,,,,,TRUE,22-06-2024,FALSE
movie_0554,Fire Queen,Documentary,History,,2009,84,NC-17,German,Canada,7.8,,,,,FALSE,28-11-2021,FALSE
movie_0555,Ice Phoenix,TV Series,Comedy,Sci-Fi,2011,22,R,English,Germany,3,,,,141,FALSE,06-04-2025,TRUE
movie_0556,Empire Princess,Documentary,Animation,,2001,108,TV-Y,English,USA,6.8,,,,,FALSE,10-09-2023,FALSE
movie_0557,Queen Hero,Movie,Sport,,2020,147,TV-G,English,USA,7.8,13882650,1054653607,,,FALSE,09-03-2022,FALSE
movie_0558,Last Phoenix,TV Series,Music,,2011,28,NC-17,Spanish,USA,5.6,,,2,185,FALSE,13-08-2020,FALSE
movie_0559,Mystery Dragon,Documentary,Romance,,2001,73,TV-Y7,English,South Korea,,,,,,TRUE,05-07-2021,FALSE
movie_0560,Ice Queen,Stand-up Comedy,Adventure,,1997,51,TV-Y,English,Germany,,,,,,FALSE,19-04-2025,FALSE
movie_0561,Quest Secret,TV Series,Western,Crime,1990,54,R,English,UK,3.8,,,5,38,FALSE,05-03-2023,FALSE
movie_0562,Legend Queen,Movie,Action,,2006,137,G,English,Germany,,8709831,1267443,,,FALSE,18-06-2024,FALSE
movie_0563,Ice Secret,Movie,Sport,,1995,121,R,English,USA,7,14078805,,,,FALSE,08-10-2024,FALSE
movie_0564,Mystery Mystery,TV Series,Documentary,,2006,6,NC-17,English,USA,,,,,177,FALSE,18-04-2024,FALSE
movie_0565,Dragon Family,Stand-up Comedy,Music,,2005,54,G,English,USA,6.9,,,,,FALSE,18-07-2021,FALSE
movie_0566,A City,Movie,History,Mystery,2022,110,TV-Y,Hindi,USA,7.2,,124803650,,,FALSE,11-10-2024,FALSE
movie_0567,Journey Kingdom,TV Series,Fantasy,,1993,50,PG,English,USA,5.6,,,13,167,TRUE,15-01-2025,TRUE
movie_0568,Dark Legend,Movie,Sci-Fi,,1956,125,TV-Y7,English,Canada,6.2,1464928,7568167,,,FALSE,22-03-2025,FALSE
movie_0569,Legend King,Documentary,War,,1990,59,TV-14,English,USA,6.3,,,,,FALSE,12-04-2022,TRUE
movie_0570,Mission Storm,Stand-up Comedy,Sci-Fi,War,1999,87,TV-G,German,USA,5.8,,,,,FALSE,31-08-2023,FALSE
movie_0571,City Princess,Documentary,Family,History,2011,73,TV-MA,Japanese,South Korea,4.4,,,,,TRUE,04-11-2024,FALSE
movie_0572,Dream Secret,TV Series,Documentary,Sci-Fi,2024,33,PG-13,English,UK,4.5,,,8,105,FALSE,08-06-2021,FALSE
movie_0573,Fire Kingdom,Limited Series,Action,History,2020,34,PG,Spanish,Germany,6.9,,,3,35,FALSE,28-08-2021,FALSE
movie_0574,Journey Princess,Limited Series,Comedy,Drama,2012,57,PG,Spanish,USA,5.3,,,6,10,FALSE,14-08-2024,TRUE
movie_0575,City Quest,Documentary,Drama,,2021,86,NC-17,Spanish,South Korea,1.4,,,,,FALSE,22-10-2024,FALSE
movie_0576,Love Kingdom,Movie,Crime,,2001,104,G,Hindi,France,7.1,5073775,,,,FALSE,13-09-2024,FALSE
movie_0577,Family House,TV Series,Action,,2003,53,TV-PG,Japanese,Japan,8.6,,,7,74,TRUE,22-10-2023,FALSE
movie_0578,Little Phoenix,TV Series,Sport,Horror,2000,55,PG-13,Hindi,USA,6.6,,,3,29,FALSE,19-06-2023,FALSE
movie_0579,Last Story,Movie,Documentary,,1978,349,G,English,South Korea,7,5312135,69251153,,,FALSE,05-02-2024,FALSE
movie_0580,Last Love,Stand-up Comedy,Crime,,2014,74,PG,English,South Korea,6.2,,,,,TRUE,19-01-2022,FALSE
movie_0581,Ice Kingdom,Documentary,Sci-Fi,War,2016,111,TV-Y,English,USA,2.7,,,,,FALSE,19-07-2023,TRUE
movie_0582,My Queen,TV Series,Sci-Fi,,1990,62,TV-Y,English,USA,7.4,,,,192,FALSE,19-11-2020,FALSE
movie_0583,Hero Ice,Movie,Comedy,,1999,101,PG,English,USA,6.8,3951401,32741225,,,FALSE,24-07-2023,FALSE
movie_0584,Family Storm,Documentary,Romance,,2006,89,TV-Y,English,USA,3.8,,,,,FALSE,31-10-2023,TRUE
movie_0585,Quest Battle,TV Series,Comedy,,2023,59,G,Spanish,USA,,,,6,101,FALSE,25-11-2020,FALSE
movie_0586,A Adventure,Documentary,Drama,Documentary,2021,99,R,English,USA,4.4,,,,,TRUE,26-10-2021,FALSE
movie_0587,A Quest,Stand-up Comedy,Family,,2020,51,R,English,India,5.9,,,,,FALSE,14-05-2022,FALSE
movie_0588,Queen Queen,Movie,Sci-Fi,,1997,122,TV-Y,English,India,2.5,447581,391734641,,,FALSE,15-09-2023,FALSE
movie_0589,Family Adventure,Limited Series,Mystery,,2011,332,TV-Y,Korean,USA,7.3,,,3,79,TRUE,11-08-2021,FALSE
movie_0590,Secret City,Documentary,War,,2012,104,NC-17,English,India,5.4,,,,,FALSE,15-12-2022,TRUE
movie_0591,City Empire,Limited Series,Mystery,Sci-Fi,1995,94,TV-Y,German,USA,,,,6,77,FALSE,01-08-2024,FALSE
movie_0592,King Adventure,Movie,Drama,,2018,117,TV-G,Italian,USA,6.2,37983685,7744943,,,FALSE,12-03-2025,FALSE
movie_0593,Queen Dragon,Documentary,Family,Family,2001,72,TV-14,Spanish,Germany,,,,,,TRUE,24-04-2022,FALSE
movie_0594,Journey Day,Movie,Drama,,2003,153,PG-13,French,Canada,6.6,1442937,23502658,,,TRUE,16-11-2024,TRUE
movie_0595,An Empire,TV Series,Animation,,1998,28,PG-13,English,France,8.3,,,8,104,TRUE,30-06-2022,FALSE
movie_0596,Phoenix Adventure,Limited Series,Documentary,,1993,33,TV-G,English,USA,7.5,,,4,12,FALSE,12-11-2020,FALSE
movie_0597,War Journey,Stand-up Comedy,Comedy,History,1996,77,TV-MA,English,USA,3.6,,,,,FALSE,24-12-2021,FALSE
movie_0598,Queen Quest,Movie,Biography,,1995,166,TV-PG,English,India,6.9,719932,,,,FALSE,11-10-2022,FALSE
movie_0599,Quest War,Documentary,Thriller,,1994,89,TV-14,English,USA,4.9,,,,,FALSE,26-02-2022,FALSE
movie_0600,Big Adventure,TV Series,History,Fantasy,1992,40,TV-Y,Korean,South Korea,,,,14,173,FALSE,08-12-2022,FALSE
movie_0601,Secret Mission,Documentary,Horror,,2016,99,G,Japanese,Germany,6.5,,,,,FALSE,20-01-2021,FALSE
movie_0602,Queen Family,Movie,Mystery,Sci-Fi,2012,70,TV-14,Japanese,Japan,,,3500926,,,TRUE,15-12-2020,FALSE
movie_0603,Last Kingdom,Movie,War,Crime,1996,113,TV-14,English,USA,6.6,,,,,FALSE,23-06-2024,FALSE
movie_0604,Empire War,TV Series,Western,,2019,42,TV-MA,English,USA,5.4,,,14,112,FALSE,22-08-2021,TRUE
movie_0605,An War,Movie,Romance,War,2014,138,PG,English,South Korea,5.6,3696939,158596540,,,TRUE,07-09-2024,FALSE
movie_0606,Legend Fire,Movie,Comedy,Animation,1993,96,NC-17,English,UK,9.3,,13896745,,,FALSE,25-04-2024,FALSE
movie_0607,The War,Documentary,Romance,,2002,86,TV-Y7,English,USA,7.6,,,,,TRUE,15-06-2024,FALSE
movie_0608,King Warrior,TV Series,Western,,1991,6,G,English,India,5.1,,,9,99,FALSE,05-06-2023,FALSE
movie_0609,Old Family,Limited Series,Action,War,2018,43,TV-G,Spanish,South Korea,,,,5,182,FALSE,14-10-2024,FALSE
movie_0610,Princess Legend,Documentary,Thriller,,2004,43,TV-Y7,French,Japan,4.4,,,,,FALSE,08-10-2022,TRUE
movie_0611,Big Adventure,Movie,Documentary,Fantasy,2017,126,TV-Y7,English,USA,1.3,2250753,170972649,,,FALSE,31-07-2023,FALSE
movie_0612,Kingdom Empire,Movie,Music,Mystery,2009,66,TV-Y,English,USA,5.4,2775406,18385689,,,TRUE,19-12-2021,TRUE
movie_0613,Princess Day,Limited Series,Sci-Fi,Crime,1993,30,TV-Y7,English,USA,4.6,,,8,19,FALSE,27-12-2024,FALSE
movie_0614,Day Day,Movie,Comedy,,2019,108,TV-G,English,Japan,4.6,1559466,,,,FALSE,20-11-2024,FALSE
movie_0615,An Fire,Movie,Crime,,2016,136,PG,English,Japan,5.1,1121652,130558068,,,TRUE,02-02-2022,TRUE
movie_0616,First Ice,Documentary,Adventure,,2007,96,G,English,South Korea,7.1,,,,,FALSE,06-12-2022,FALSE
movie_0617,Quest War,Movie,War,War,2023,146,PG,English,Germany,7.1,77455401,7924508,,,FALSE,27-06-2024,FALSE
movie_0618,First Kingdom,TV Series,War,Romance,2014,58,NC-17,English,South Korea,,,,1,152,FALSE,30-05-2024,FALSE
movie_0619,My Story,Documentary,Crime,Adventure,2014,570,TV-G,Japanese,UK,4.8,,,,,TRUE,03-03-2021,TRUE
movie_0620,Dark Secret,Movie,Animation,,1997,111,TV-Y7,English,USA,7.9,5640579,96414255,,,TRUE,28-10-2020,FALSE
movie_0621,Battle War,TV Series,History,Horror,2023,53,PG,Hindi,USA,7,,,5,95,TRUE,05-06-2022,FALSE
movie_0622,An Journey,Movie,Western,Comedy,2005,130,R,Italian,South Korea,3.4,5596184,43187317,,,TRUE,06-08-2020,FALSE
